0.91197	1.85E+03
0.91224	1.86E+03
0.91256	1.88E+03
0.91272	1.89E+03
0.91293	1.91E+03
0.91329	1.92E+03
0.91361	1.94E+03
0.91393	1.95E+03
0.91407	1.97E+03
0.91426	1.98E+03
0.91438	2.00E+03
0.91452	2.01E+03
0.91498	2.03E+03
0.91546	2.04E+03
0.91594	2.06E+03
0.91613	2.08E+03
0.91619	2.09E+03
0.91641	2.11E+03
0.91655	2.12E+03
0.91716	2.14E+03
0.91728	2.15E+03
0.9175	2.17E+03
0.91767	2.19E+03
0.91785	2.20E+03
0.91824	2.22E+03
0.91856	2.23E+03
0.91883	2.25E+03
0.91891	2.27E+03
0.91922	2.28E+03
0.91963	2.30E+03
0.91966	2.32E+03
0.91982	2.33E+03
0.91989	2.35E+03
0.92017	2.37E+03
0.92041	2.38E+03
0.92062	2.40E+03
0.92077	2.42E+03
0.92106	2.43E+03
0.92114	2.45E+03
0.92164	2.47E+03
0.9217	2.48E+03
0.92176	2.50E+03
0.92191	2.52E+03
0.92202	2.53E+03
0.92214	2.55E+03
0.92244	2.57E+03
0.92255	2.59E+03
0.92269	2.60E+03
0.92297	2.62E+03
0.9231	2.64E+03
0.92319	2.65E+03
0.9238	2.67E+03
0.92423	2.69E+03
0.92443	2.70E+03
0.92458	2.72E+03
0.92478	2.74E+03
0.92492	2.75E+03
0.92511	2.77E+03
0.92478	2.79E+03
